C0,C1,class
0.10166741690867359,0.84421987694063,3
0.06931525547988739,1.145185607758445,3
0.18978886526431346,1.3165518927509068,3
0.2648509573707726,1.0277698545291554,3
0.09434553982961501,0.9817484305975352,3
0.0,1.315043013252732,3
0.11015782384816582,1.3266778044904446,3
0.15126770933600817,1.0395256916996045,3
0.33901943953977093,1.1592652871425249,3
0.4771610560851336,1.1441525226691467,3
0.4647005275005981,0.9690517908805674,3
0.38686928361671,0.9725645198790979,3
0.15330940932190312,0.9131453486003015,3
0.07945684949453424,0.5044175773076028,3
0.0895710666327614,1.392815624273425,3
0.16929649161670976,1.1267470763212581,3
0.08363171882128811,1.1370611485700999,3
0.5198668808871391,0.9023482910950943,3
0.3222064503554594,0.7971965282588322,3
0.14433077752007506,1.1467544109856975,3
0.08995866566758386,0.9825597978892466,3
0.09737604694674315,1.0876288659793816,3
0.1509988700574994,0.9427896173750052,3
0.13371578532064468,0.9018832829574517,3
0.04532907409163085,1.196698442222739,3
0.24055926477277487,1.224155494886109,3
0.12841446758116037,0.9785257324477405,3
0.2511156412658921,1.0748663101604277,3
0.37855757491596226,1.505113891039485,3
0.0555961496962054,0.8855588606821237,3
0.04336607478340559,0.7848498431196773,3
0.15282346269803526,0.8343384540157288,3
0.10582396190652488,1.480665009575812,3
0.16686476370602635,1.2254126947221575,3
0.1588979255723005,1.1808881655428969,3
0.14381959753498946,0.8501487306955707,3
0.14109864453082194,1.3805264659141845,3
