C0,C1,C2,C3,class
1.4297777832162444,0.6148893688113768,0.6981132075471698,0.38114888823529025,1
1.1225694390284735,0.6424758567295547,0.3018867924528301,0.42347954422680495,1
1.2131415256035183,0.7217717289434008,0.2452830188679245,0.5957162037411723,1
1.0571343428665385,0.4304429322358502,0.39622641509433965,0.3853840758367434,1
0.9556838354573994,0.5612851962022737,0.3018867924528301,0.3195034547513439,1
0.9932244282906171,0.4027749480461269,0.28301886792452835,0.40929687042494645,1
1.4871873816029064,0.7763131086752781,0.1320754716981132,0.5542219785483662,1
1.3408015366362593,0.48035939855751597,0.39622641509433965,0.49737509137769587,1
1.0880745456293597,1.0353286337150076,0.26415094339622647,0.47337989236677924,1
1.5128187569133482,0.45407685098406747,0.07547169811320756,0.57325616647289,1
1.0074026538188645,0.9959863086263805,0.3584905660377359,0.4808614802956458,1
1.2043632930386101,0.5334542194694594,0.28301886792452835,0.5913640757183058,1
1.3682687464315517,1.08000896458987,0.320754716981132,0.47182323095741446,1
1.5139835147406122,0.8415916221832851,0.26415094339622647,0.5225752258040743,1
1.369872081383342,0.46412126645205987,0.1509433962264151,0.44396711455719884,1
1.2458156592296459,0.6756448392486044,0.3584905660377359,0.20297419184611576,1
1.5450886790204648,0.5461676378305692,0.3584905660377359,0.17243583163737664,1
1.1826274906765724,0.28843567906768264,0.07547169811320756,0.3322217331198828,1
1.3408840262242614,0.5200480828002119,0.16981132075471697,0.497630266266875,1
1.6338075487045105,0.37486247504176695,0.3584905660377359,0.3674706012208256,1
1.4132648984038114,0.5643005582494602,0.49056603773584906,0.2992118324164311,1
1.3397745800857714,0.4827635385681105,0.1509433962264151,0.42887680773211595,1
1.2962325199190319,0.7059614522635589,0.1320754716981132,0.3623530061041286,1
1.4284589586044365,0.48353775314779357,0.2452830188679245,0.38195276521574345,1
1.3396856749497281,0.5626706328185487,0.339622641509434,0.33557298339047936,1
1.5592346808453206,0.450796626054358,0.11320754716981132,0.2526694130969324,1
0.09798934849725768,0.03952569169960474,0.28301886792452835,0.1813062289485857,2
0.31985237670290206,0.3494967605232061,0.9433962264150944,0.08843230746859262,2
0.3805659216518421,0.44211727313475424,0.7547169811320755,-0.04437675147438039,2
0.6345715862413648,0.4822338128030642,0.3584905660377359,0.286517159267294,2
0.8329224397945629,0.5100647895358787,0.11320754716981132,0.4907015668601803,2
0.4921080175246131,0.5733058962552463,0.6037735849056604,0.3089009113753141,2
0.763296140462023,0.47948331363840113,0.4528301886792453,0.34433096877584657,2
0.8473438140636558,0.2801638075058066,0.2452830188679245,0.5118844630610395,2
0.6231591247016416,0.5488977629273462,0.26415094339622647,0.7072245460066549,2
0.48383274587363373,0.36942259891609963,0.7924528301886793,0.1437274352197111,2
0.5671936495273544,0.4085204351900902,0.01886792452830191,0.617742850826199,2
0.28102174145511283,0.6770913980685384,0.4528301886792453,0.23087078543270637,2
0.8785425751790191,0.8944419542805917,0.1509433962264151,0.5588650840806401,2
0.5977816247734007,0.872539831302718,0.26415094339622647,0.417232468148581,2
1.4419475217413888,1.183794466403162,0.1509433962264151,0.7257504814806772,2
0.8568202137496697,0.6052524347011126,0.0,0.641016453907149,2
0.4097395701310988,0.5036469581516646,0.39622641509433965,0.28303375266730757,2
0.5456754690490399,0.30997106882360137,0.20754716981132074,0.2941305745329456,2
0.4263723186708979,0.8063444847398232,0.5660377358490566,0.43295853673301127,2
0.7249376092773572,0.2659019599853307,0.4150943396226414,0.607495087153256,2
0.8989911865731223,1.2577523328307731,0.5660377358490566,0.6329465778518231,2
0.6094782141648742,0.4685628132512938,0.320754716981132,0.6510839154857477,2
0.8228269939024052,0.6341428629640194,0.2452830188679245,0.5855609916100305,2
0.4686385952197554,0.7677967482987653,0.5094339622641509,0.509445213190498,2
0.4222768922804072,1.2300028523695041,0.9056603773584904,0.11140716058984401,2
0.6865350850697358,0.4110875677437757,0.3811767385156681,0.6308117283889694,2
0.654200546990588,0.42887412900859784,0.320754716981132,0.6429633416700059,2
0.46244918644109173,0.8008027382747239,0.5660377358490566,0.33295126599644276,2
0.5320188734059841,0.9776088993928529,0.5094339622641509,0.6938685864066267,2
0.5386954039990653,0.8278798744957421,0.660377358490566,0.5213054294965558,2
0.49656507357791496,0.7867038832973392,0.5471698113207547,0.699777551650194,2
0.3759232224385393,0.6226315146082068,0.7358490566037735,0.3428138833598565,2
0.3331962351685676,0.7398027790228598,0.6981132075471698,0.4549645971057862,2
0.3550533020251178,0.6767450389144696,0.8490566037735847,0.2567925149212785,2
0.6823781313970279,0.7944867772299418,0.22641509433962262,0.7189759480086407,2
0.6939205026573676,0.6284788720916018,0.07547169811320756,0.5929496309031965,2
1.120105779182654,0.587139888350108,0.3584905660377359,0.8087722977414727,2
0.3326753757947206,0.8345829428303656,0.01886792452830191,0.3412703786244291,2
0.6601457906127084,0.41076158265759344,0.3018867924528301,0.49262895358638137,2
0.9402012506846096,0.47243388614970866,0.20754716981132074,0.45256712929606774,2
0.7860058132171233,0.8616804531192698,0.6037735849056604,0.7174538651253385,2
0.7568674261940533,0.6204922374801354,0.2452830188679245,0.5714232252987417,2
0.4131515792461209,0.525793569944175,0.3018867924528301,0.5082052647370593,2
0.746254126051888,0.8740271382584248,0.39622641509433965,0.7281838752828513,2
0.47287195814438177,0.6524387759260013,0.4528301886792453,0.4147354307269881,2
0.6985729000756155,0.7059614522635589,0.3584905660377359,0.7873264810753583,2
0.5569531145594162,0.9453363758608044,1.0,0.6992705411467761,2
0.5756179961618892,0.628641864634693,0.4528301886792453,0.6378963291663129,2
0.463576241378909,0.8130068049386742,0.660377358490566,0.3445928255924663,2
0.6006549352813813,0.5416853428955626,0.49056603773584906,0.6030833022435321,2
0.9110868062498377,0.6050894421580214,0.3018867924528301,0.7110959829344954,2
0.8708530858778215,1.0516482620920093,0.20754716981132074,0.9653773020317284,2
0.6433484866336164,0.8700745690884644,0.2452830188679245,0.5290251751721124,2
0.6208285567049877,0.8679352919603929,0.8867924528301885,0.4092435407236916,2
0.5226164112665918,0.5360824742268042,0.5471698113207547,0.3655940191776369,2
0.6635587564048535,0.7418605598793856,0.5660377358490566,0.6651028825674056,2
0.460679720554694,0.7140295831465711,0.7358490566037735,0.6027520608014505,2
0.5179399600901533,0.6700419705798462,0.34850842948552474,0.7426939871995557,2
0.6633103534852354,0.7853388207489508,0.39622641509433965,0.5947032684099327,2
0.301186072816712,0.8099710688236014,0.5660377358490566,0.22852793574906033,2
0.5508742248301519,0.9646102440813333,0.4528301886792453,0.6520146520146519,2
0.9151767060165485,0.8125993235809462,0.3584905660377359,0.7579785477082047,2
1.1960903500014903,1.181573693003545,0.641509433962264,0.830276597242647,2
0.7172040887110716,1.5488366407236869,0.5660377358490566,0.6526871128990762,2
0.8037288342179022,1.5618556701030928,0.320754716981132,0.6104590039025103,2
0.8857214504058883,1.2416160710647488,0.1509433962264151,0.839462926152346,2
0.7459266786816018,0.8167148852939979,0.4528301886792453,0.7017029315215053,2
0.7653309105670875,0.7179821523165315,0.49056603773584906,0.491473827651302,2
0.6152556557019478,1.197383969683387,0.8490566037735847,0.39921989273525105,2
0.6269745891216715,0.892384173424066,0.5094339622641509,0.5278396174210797,2
0.5144567420038986,1.291186178232346,0.5471698113207547,0.4462551429768961,2
0.37409652347506933,0.5019966586528667,0.1509433962264151,-0.06485578563559692,3
0.3069372744725862,0.9292001140947803,0.20754716981132074,-0.11619739161503148,3
0.2531505965984655,1.0009983293264333,0.26415094339622647,-0.14369005343497895,3
0.3207884379503358,1.1171916384825393,0.07547169811320756,-0.13216563988074675,3
0.10074942809202563,0.4544843323417954,0.8867924528301885,-0.011244895834275986,3
0.13585855282301304,0.7471374434619616,0.9433962264150944,-0.09161573861142763,3
0.04886430692189797,1.3226437390489387,0.7547169811320755,-0.01777455476418907,3
0.10761759875638353,1.6849557882726867,0.9433962264150944,0.028554255157452496,3
0.06531791643391695,1.0220039933173055,0.8490566037735847,-0.04267886176454522,3
0.13454238160947166,1.1294568273501486,0.7547169811320755,0.17441006691051592,3
0.0791190271881561,0.9451733833177134,0.7547169811320755,0.2393141556964083,3
0.08599574806111483,0.84421987694063,0.4528301886792453,0.21355002102262755,3
0.08836107511132396,1.145185607758445,0.6981132075471698,0.11773412429735405,3
0.21956609055607193,1.3165518927509068,0.641509433962264,0.1042700608175729,3
0.21122230000669312,1.0277698545291554,0.3018867924528301,0.07756183251512849,3
0.10533267890316764,1.0953710117762112,0.5660377358490566,0.020095131501634,3
0.0,1.3343384540157288,0.5094339622641509,-0.20967726812436724,3
0.13276053242944746,1.3266778044904446,0.641509433962264,-0.047058641615853825,3
0.1898215122761269,1.055926816348152,0.6037735849056604,-0.2389270794471084,3
0.38129985077835865,1.186361598956848,0.39622641509433965,-0.3517870220313189,3
0.4671286518604464,1.1610773807098327,0.16981132075471697,-0.3949836852567227,3
0.3629717787762806,0.9690517908805674,0.20754716981132074,-0.3029569197343583,3
0.38039357401787083,0.9972902489711097,0.2452830188679245,-0.18303148122329777,3
0.21782294839599003,0.9131453486003015,0.9056603773584904,-0.3685276462355683,3
0.10443105434955863,0.5932317346481399,0.7547169811320755,-0.11739278624495075,3
0.13002454303288583,1.4670755062955874,0.9056603773584904,-0.24117464177640224,3
0.2095500470843626,1.1267470763212581,0.660377358490566,-0.35219340192171156,3
0.11746779323251741,1.2979299947027423,0.9433962264150944,-0.029822291354534958,3
0.5034551613168582,0.9280387922252558,0.7547169811320755,-0.6183053788316948,3
0.34884464017024086,0.7971965282588322,0.7358490566037735,-0.3891590603576413,3
0.2236635037145811,1.1467544109856975,0.6981132075471698,-0.07667726187350768,3
0.1187591179754904,0.9825597978892466,0.6981132075471698,-0.07327882583855283,3
0.12700406677133785,1.0876288659793816,0.8867924528301885,0.1319692970941399,3
0.16565079150795284,0.9427896173750052,0.5094339622641509,0.0024812622261874695,3
0.15397608331245993,0.9868383521453895,0.5283018867924527,-0.3623235859404354,3
0.058233807494630856,1.328817081618516,0.7358490566037735,-0.1479139236908234,3
0.2773933833376481,1.224155494886109,0.5660377358490566,-0.4045506915095562,3
0.13513371885917175,0.9785257324477405,0.5094339622641509,-0.18510181663136593,3
0.2515185631110152,1.0801312089971886,0.49056603773584906,-0.228417838373829,3
0.31082217269098406,1.505113891039485,0.26415094339622647,-0.14611977896960832,3
0.058739471967462306,0.8855588606821237,0.5094339622641509,0.09426508315946074,3
0.06486578936992647,0.7848498431196773,0.660377358490566,-0.20491106383871205,3
0.17924380545681973,0.8343384540157288,0.5849056603773585,-0.430587314308349,3
0.13537879806358863,1.480665009575812,0.7358490566037735,-0.21416898770949455,3
0.19877253843247644,1.265657471170694,0.5660377358490566,-0.21412945924801502,3
0.1853274513340867,1.1841408255572308,0.5660377358490566,-0.34241668755769705,3
0.1827678892681913,0.8501487306955707,0.7547169811320755,-0.2571640113673526,3
0.2041231382941878,1.3805264659141845,0.8113207547169812,-0.4304052333511647,3
