C0,C1,C2,class
0.17381276879528512,0.5019966586528667,0.1509433962264151,3
0.1381762753357303,0.9292001140947803,0.20754716981132074,3
0.11029520237701293,1.0009983293264333,0.26415094339622647,3
0.14689537300201216,1.1171916384825393,0.07547169811320756,3
0.05508022543521515,0.4544843323417954,0.8867924528301885,3
0.06245175802503706,0.7471374434619616,0.9433962264150944,3
0.028710907615613505,1.3226437390489387,0.7547169811320755,3
0.06025050847779949,1.6849557882726867,0.9433962264150944,3
0.0408310511360796,1.0220039933173055,0.8490566037735847,3
0.10771350776189766,1.1294568273501486,0.7547169811320755,3
0.0803811591656173,0.9451733833177134,0.7547169811320755,3
0.09159212788343818,0.84421987694063,0.4528301886792453,3
0.06757659170788127,1.145185607758445,0.6981132075471698,3
0.1776623611884347,1.3165518927509068,0.641509433962264,3
0.10440003232298416,1.0277698545291554,0.3018867924528301,3
0.07165170198146296,1.0953710117762112,0.5660377358490566,3
0.0,1.3343384540157288,0.5094339622641509,3
0.07025779672133776,1.3266778044904446,0.641509433962264,3
0.0847654024822174,1.055926816348152,0.6037735849056604,3
0.08679072462481058,1.186361598956848,0.39622641509433965,3
0.11693161891890515,1.1610773807098327,0.16981132075471697,3
0.05099891233171556,0.9690517908805674,0.20754716981132074,3
0.1224673756678476,0.9972902489711097,0.2452830188679245,3
0.06928748086388643,0.9131453486003015,0.9056603773584904,3
0.04133098602051883,0.5932317346481399,0.7547169811320755,3
0.05795056896909411,1.4670755062955874,0.9056603773584904,3
0.08961547699491125,1.1267470763212581,0.660377358490566,3
0.059570625342844845,1.2979299947027423,0.9433962264150944,3
0.20264107689194158,0.9280387922252558,1.4982277716673276,3
0.1280647718767566,0.7971965282588322,1.1505540638472538,3
0.09586015321716136,1.1467544109856975,0.6981132075471698,3
0.06908393411350278,0.9825597978892466,0.6981132075471698,3
0.08833838443169899,1.0876288659793816,0.8867924528301885,3
0.09391295685387181,0.9427896173750052,0.5094339622641509,3
0.06546207315129768,0.9868383521453895,0.5283018867924527,3
0.03243259334367433,1.328817081618516,0.7358490566037735,3
0.08614255846989893,1.224155494886109,0.5660377358490566,3
0.050486700977814165,0.9785257324477405,0.5094339622641509,3
0.11787401256733683,1.0801312089971886,0.49056603773584906,3
0.1454358048644983,1.505113891039485,0.26415094339622647,3
0.03269711542716631,0.8855588606821237,0.5094339622641509,3
0.020200692167875615,0.7848498431196773,0.660377358490566,3
0.08148980513931722,0.8343384540157288,0.5849056603773585,3
0.07072922545634323,1.480665009575812,0.7358490566037735,3
0.09416613924288385,1.265657471170694,0.5660377358490566,3
0.06287001394217513,1.1841408255572308,0.5660377358490566,3
0.06917997819032011,0.8501487306955707,0.7547169811320755,3
0.08699219099228951,1.3805264659141845,0.8113207547169812,3
